排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
940,68,王刚,Wang Gang,48,,,男,1976-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,满帮,Manbang,贵州贵阳,Guizhou,物流,Transportation,未知,55.0,-8%,770.0,2024
940,150,王坚,Wang Jian,62,,,男,1962-01-01,本科,Undergraduate,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,55.0,0%,770.0,2024
940,68,王俊,Wang Jun,48,,,男,1976-01-01,本科,Undergraduate,北大,,中国-广东-深圳,China-Guangdong-Shenzhen,,碳云、华大基因,"iCarbonX, Bgi Genomics",广东深圳,Guangdong,医疗大数据、基因检测,Health Tech,未知,55.0,-8%,770.0,2024
940,New,伍亚林、伍阿凤,Wu Yalin、Wu Afeng,57,中国-福建-莆田,China-Fujian-Yutian,男,1967-08-10,,,,,中国-江苏-苏州,China -Jiangsu-Suzhou,,博俊科技,Bojun,江苏苏州,Jiangsu,汽车零部件,Auto Components,夫妇,55.0,NEW,770.0,2024
940,-234,谢秉政、冯玲玲,Xie Bingzheng、Feng Lingling,55,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1969-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,比音勒芬,Biemlf,广东广州,Guangdong,服装,Apparel,夫妇,55.0,-35%,770.0,2024
940,-79,杨文龙,Yang Wenlong,62,中国-江西-宜春,China -Jiangxi - Yichun,男,1962-02-01,硕士,Master s,人大,,中国-江西-宜春,China -Jiangxi - Yichun,,仁和药业,Renhe,江西宜春,Jiangxi,医药,Pharmaceuticals,家族,55.0,-25%,770.0,2024
940,-79,姚文琛,Yao Wenchen,73,,,男,1951-01-01,,,,,中国-上海,China-Shanghai,,姚记扑克,Yaoji,上海,Guangdong,文娱,Entertainment,家族,55.0,-25%,770.0,2024
940,-127,张学武,Zhang Xuewu,50,,,男,1974-08-01,,,,,中国-湖南-长沙,,,盐津铺子,Yanker,湖南长沙,Hunan,食品制造,Food processing,未知,55.0,-27%,770.0,2024
940,-271,张学政,Zhang Xuezheng,49,,,男,1975-01-01,本科,Undergraduate,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,闻泰科技,Wingtech,浙江嘉兴,Zhejiang,半导体,Semiconductors,未知,55.0,-39%,770.0,2024
940,-234,张镇潮,Zhang Zhenchao,57,,,男,1967-02-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,税友股份,Servyou Software,浙江杭州,Zhejiang,财税软件,SaaS,未知,55.0,-35%,770.0,2024
940,0,赵轶、徐昕,Zhao Yi、Xu Xin,48,中国-浙江,China-Zhejiang,男,1976-01-01,本科,Undergraduate,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,长川科技,Changchuan Technology Co,浙江杭州,Zhejiang,半导体设备,Semiconductors,夫妇,55.0,-15%,770.0,2024
940,68,郑元豹,Zheng Yuanbao,66,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1958-01-01,,,,,中国-浙江-温州,China-Zhejiang-Wenzhou,,人民电器,People ElE Appliance ,浙江温州,Zhejiang,工业电器、房地产、投资,"Industrial electronics, real estate, Investments ",未知,55.0,-8%,770.0,2024
940,-44,钟声坚,Zhong Shengjian,66,中国-广东-汕尾,China-Guangdong-Tai Wei,男,1958-01-01,,,,,新加坡,China-Singapore-Po,,仁恒,Yanlord,上海浦东,Shanghai,房地产,"Property, industrial",未知,55.0,-21%,770.0,2024
940,New,周光平,Zhou Guangping,未知,,,男,1900-01-01,,,,,中国-北京,China-Beijing,,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",家族,55.0,NEW,770.0,2024
940,-404,周剑,Zhou Jian,48,,,男,1976-07-01,,,,,中国-江苏-苏州,,,迈为股份,Maxwell,江苏苏州,Jiangsu,智能制造装备,Intelligent manufacturing equipment,未知,55.0,-50%,770.0,2024
987,188,杜越新,Du Yuexin,未知,,,男,1900-01-01,,,,,中国-北京,China-Beijing,,嘉德,China Guardian,北京,Beijing,投资、拍卖,"Investments, Auction",未知,54.0,6%,760.0,2024
987,4,耿殿根,Geng Diangen,68,,,男,1956-12-01,硕士,Master s,德克萨斯,,中国-北京,China-Beijing,,光环新网,Sinnet,北京,Beijing,电信运营,Telecom,未知,54.0,-14%,760.0,2024
987,21,卢荣富,Lu Rongfu,53,,,男,1971-01-01,本科,Undergraduate,复旦,,中国-福建-厦门,China-Fujian-Xiamen,,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,未知,54.0,-10%,760.0,2024
987,18,徐子泉、康宁,Xu Ziquan、Kang Ning,66,,,男,1958-08-01,本科,Undergraduate,,,中国-北京,China-Beijing,,捷成,Jetsen,北京,Beijing,软件与信息服务,Software and Information Services,夫妇,54.0,-11%,760.0,2024
991,New,奥凤廷,Ao Fengting,65,,,男,1959-01-01,,,,,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,,蒙泰,Mengtai,内蒙古鄂尔多斯,Inner Mongolia,煤炭、热电、铝合金,"Coal, Energy, Aluminum products",未知,53.0,NEW,750.0,2024
991,17,代田田,Dai Tiantian,41,,,男,1983-08-01,硕士,Master s,上海交大、上海交大,,中国-上海,China-Shanghai,,柏楚电子,Friendess,上海闵行,Shanghai,信息技术,Information technology,未知,53.0,-12%,750.0,2024
991,-130,丁水波,Ding Shuibo,54,中国-福建-泉州,China-Fujian-Quanzhou,男,1970-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,特步,Xtep,福建厦门,Fujian,体育用品,Sportswear,未知,53.0,-27%,750.0,2024
991,188,刘满世,Liu Manshi,75,中国-内蒙古,China-Inner Mongolia,男,1949-01-01,,,,,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,,满世,Manshi,内蒙古鄂尔多斯,Inner Mongolia,煤炭,Coal,家族,53.0,6%,750.0,2024
991,99,邱达强,Daniel Chiu Tat Jung,62,中国-香港,China-Hong Kong,男,1962-01-01,,,,,中国-香港,China-Hong Kong,,富地石油,Fortune Oil,香港,Hong Kong,石油化工,Petrochemicals,未知,53.0,-4%,750.0,2024
991,99,施清岛,Shi Qingdao,59,,,男,1965-09-01,,,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,台华新材,Taihua New Material Co,浙江嘉兴,Zhejiang,纺织材料,Textiles,家族,53.0,-4%,750.0,2024
991,-455,吴英,Wu Ying,60,,,男,1964-04-16,,,,,中国-北京,,,美畅,Metron,陕西咸阳,Shaanxi,新材料,New materials,未知,53.0,-52%,750.0,2024
991,-51,谢可滔,Xie Ketao,60,,,男,1964-01-01,硕士,Master s,,,中国-香港,China-Hong Kong,,中教,China education,香港,Hong Kong,教育,Education,未知,53.0,-18%,750.0,2024
991,188,熊晓鸽,Xiong Xiaoge,69,中国-湖南-湘潭,China-Hunan-Xiangtan,男,1955-01-01,博士,Doctorate,湖南、社科院、波士顿、塔夫茨,,中国-北京,China-Beijing,,IDG资本,IDG,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,188,徐小平,Xu Xiaoping,68,中国-江苏-泰兴,China-Jiangsu-Yangzhou,男,1956-01-01,硕士,Master s,中央音乐、加拿大萨斯卡彻温,,中国-北京,China-Beijing,,真格,Zhenge,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,-322,徐勇,Xu Yong,60,中国-河南,China-Henan,男,1964-01-01,博士,Doctorate,北大、美国A&M、UC Berkele,,中国-北京,China-Beijing,,百度,Baidu,北京,Beijing,网络信息服务,Internet Information Services,未知,53.0,-41%,750.0,2024
991,188,阎焱,Yan Yan,67,中国-安徽-安庆,China -Anhui -Anqing,男,1957-01-01,博士,Doctorate,南航、北大、普林斯顿,,中国-北京,China-Beijing,,赛富,SAIF,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,-51,于果,Yu Guo,62,,,男,1962-01-01,硕士,Master s,,,中国-香港,China-Hong Kong,,中教,China education,香港,Hong Kong,教育,Education,未知,53.0,-18%,750.0,2024
991,188,庄辰超,Zhuang Chenchao,48,中国-上海,China-Shanghai,男,1976-01-01,本科,Undergraduate,北大,,中国-北京,China-Beijing,,斑马投资,Banma,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
1005,New,冯陟旻,Feng Zhimin,未知,,,未知,1900-01-01,本科,,新加坡国立大学,,新加坡,Singapore,,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",未知,52.0,NEW,730.0,2024
1005,57,傅梅城,Fu Meicheng,67,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1957-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,华策影视,Huace Film & TV,浙江杭州,Zhejiang,影视传媒,Television & media ,未知,52.0,-12%,730.0,2024
1005,3,李立新,Li Lixin,57,中国-浙江,China-Zhejiang,男,1967-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,利时,Lishi,浙江宁波,Zhejiang,塑胶产品、商业连锁、投资,"Plastic products, commercial chains, Investments",未知,52.0,-13%,730.0,2024
1005,63,刘海燕,Liu Haiyan,未知,中国-四川,China - Sichuan,男,1900-01-01,,,,,中国-四川-成都,China - Sichuan-Chengdu,,大陆希望,Continental Hope ,四川成都,Sichuan,机械电气、能源化工、房地产,"Energy, chemical, real estate",未知,52.0,-10%,730.0,2024
1005,-18,袁金华,Yuan Jinhua,65,,,男,1959-04-01,本科,Undergraduate,中南,,中国-湖南-长沙,China-Hunan-Changsha,,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,52.0,-19%,730.0,2024
1005,-440,朱义文、朱剑乔,Zhu Yiwen、Zhu Jianqiao,未知,,,男,1900-01-01,,,,,中国-上海,,,海吉亚,Hygia,上海长宁,Shanghai,肿瘤检测,Tumour detection,父女,52.0,-50%,730.0,2024
1011,62,胡季强,Hu Jiqiang,63,中国-浙江,China-Zhejiang,男,1961-01-01,本科,Undergraduate,浙大,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,康恩贝,Conba Pharmaceutical,浙江杭州,Zhejiang,医药,Pharmaceuticals,未知,51.0,-11%,720.0,2024
1011,131,彭翼捷,Peng Yijie,45,,,男,1979-01-01,,,,,中国-浙江-杭州,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,51.0,-6%,720.0,2024
1011,69,涂建华,Tu Jianhua,55,,,男,1969-01-01,本科,Undergraduate,四川党校,,中国-北京,China-Beijing,,广联达,Glodon,北京,Beijing,软件与信息服务,Software and Information Services,未知,51.0,-9%,720.0,2024
1011,-6,王振滔、王晨,Wang Zhentao、Wang Chen,59,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1965-01-01,,,,,中国-浙江-温州,China-Zhejiang-Wenzhou,,奥康,Aokang,浙江温州,Zhejiang,鞋业、地产,"Shoes, real estate",父子,51.0,-16%,720.0,2024
1011,168,尤小华,You Xiaohua,未知,,,男,1900-01-01,,,,,中国-浙江-温州,,,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments",未知,51.0,2%,720.0,2024
1011,168,周明华,Zhou Minghua,60,中国-浙江,China-Zhejiang,男,1964-01-01,硕士,Master s,,,中国-浙江-台州,China-Zhejiang-Taizhou,,华海药业,Huahai Pharmaceutical,浙江台州,Zhejiang,医药,Pharmaceuticals,未知,51.0,2%,720.0,2024
1011,146,周云杰,Zhou Yunjie,63,,,男,1961-01-01,,,,,中国-北京,China-Beijing,,奥瑞金,ORG Packaging,北京,Beijing,包装,Packaging,未知,51.0,-2%,720.0,2024
1018,161,孙荫环,Sun Yinhuan,74,中国-辽宁,China-Liaoning,男,1950-01-01,,,,,中国-辽宁-大连,China-Liaoning-Dalian,,亿达,Yida,辽宁大连,Liaoning,房地产、软件园,"Real Estate, Software Development Zone",家族,50.2,0%,710.0,2024
1019,-20,安治富,An Zhifu,78,中国-四川,China - Sichuan,男,1946-01-01,本科,Undergraduate,,,中国-四川-绵阳,China - Sichuan - Mianyang,,富临,Fulin,四川绵阳,Sichuan,房地产、运输,"Real estate, transportation",家族,50.0,-19%,700.0,2024
1019,New,蔡浩、杨雪艳,Cai Hao、Yang Xueyan,53,,,男,1971-03-01,,,,,中国-江苏-苏州,,,中信博,Arctech Solar,江苏苏州,Jiangsu,光伏设备,Green Energy,夫妇,50.0,NEW,700.0,2024
1019,-498,曹建伟,Cao Jianwei,46,,,男,1978-01-01,博士,Doctorate,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,晶盛机电,Jingsheng Mechanical & Electrical Co,浙江绍兴,Zhejiang,机电设备,Equipment manufacturing,未知,50.0,-57%,700.0,2024
1019,-264,曹克坚,Cao Kejian,62,中国-浙江,China-Zhejiang,男,1962-01-01,,,,,中国-浙江-衢州,China - Zhejiang - Zhangzhou,,开山控股,KaiShan,浙江衢州,Zhejiang,压缩机,Compressor,未知,50.0,-38%,700.0,2024
1019,128,车冯升,Che Fengsheng,62,中国-山东,China-Shandong,男,1962-01-01,硕士,Master s,中欧,,中国-北京,China-Beijing,,四环医药,Sihuan Pharm,北京,Beijing,医药,Pharmaceuticals,未知,50.0,-6%,700.0,2024
1019,-564,陈刚、欧春连,Chen Gang、Ou Chunlian,56,,,男,1968-01-01,,,,,中国-上海,,,爱旭股份,Aikosolar,上海浦东,Shanghai,太阳能电池,Solar cell,夫妇,50.0,-62%,700.0,2024
1019,New,陈建造,Chen Jian-Zao,未知,,,未知,1900-01-01,,,,,台湾台南,Taiwan,,宝雅,Poya,台湾台南,Taiwan,美妆日用品连锁店,Beauty Chain Stores,家族,50.0,NEW,700.0,2024
1019,160,陈茂春,Chen Maochun,72,中国-福建-宁德,China-Fujian-Ningde,男,1952-07-01,,,,,中国-河北-邯郸,China-Hebei-Hebei,,兴华财富,Xinghua Fortune,河北邯郸,Hebei,钢铁,Steel,未知,50.0,0%,700.0,2024
1019,160,陈小英,Chen Xiaoying,48,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1976-08-01,,,,,中国-上海,China-Shanghai,,申通快递,STO,上海青浦,Shanghai,物流,Logistics,未知,50.0,0%,700.0,2024
1019,71,陈育新、赵桂琴,Chen Yuxin、Zhao Guiqin,74,中国-四川,China - Sichuan,男,1950-02-01,本科,Undergraduate,四川农业,,中国-四川-成都,China - Sichuan-Chengdu,,华西希望,West Hope,四川成都,Sichuan,畜牧业、教育,"Animal Husbandry, Education",夫妇,50.0,-9%,700.0,2024
1019,160,崔维星,Cui Weixing,54,中国-山东-潍坊,China -Shandong - Weifang,男,1970-03-01,本科,Undergraduate,厦大,,中国-上海,China-Shanghai,,德邦快递,Deppon,上海青浦,Shanghai,快递,Express Delivery,未知,50.0,0%,700.0,2024
1019,New,戴立忠,Dai Lizhong,56,中国-北京,China -Beijing,男,1968-07-01,,,,,中国-湖南-长沙,China -Hunan-Changsha,,圣湘生物,Sansure,湖南长沙,Hunan,医药制造业,Pharmaceuticals,未知,50.0,NEW,700.0,2024
1019,71,戴震,Dai Zhen,46,中国-吉林-白城,China-Jilin-Baicheng,男,1978-06-09,,,,,中国-山东-青岛,China-Shandong-Qingdao,,能链,Newlink,山东青岛,Shandong,充电服务,SaaS,未知,50.0,-9%,700.0,2024
1019,43,单建明、鲍凤娇,Shan Jianming、Bao Fengjiao,64,中国-浙江-湖州,China-Zhejiang-Huzhou,男,1960-01-01,硕士,Master s,,,中国-浙江-湖州,China-Zhejiang-Huzhou,,美欣达,Mizuda ,浙江湖州,Zhejiang,纺织、房地产、投资,"Textiles, real estate, Investments ",夫妇,50.0,-15%,700.0,2024
1019,-11,丁佐宏,Ding Zuohong,62,中国-江苏-南通,China-Jiangsu-Nantong,男,1962-05-01,硕士,Master s,中欧,,中国-上海,China-Shanghai,,月星,Yuexing,上海普陀,Shanghai,房地产、零售、制造,"Real estate, retail, manufacturing",未知,50.0,-17%,700.0,2024
1019,New,方展城,Fang Zhancheng,未知,,,男,1900-01-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,50.0,NEW,700.0,2024
1019,-11,冯小华,Feng Xiaohua,68,中国-广东-梅州,China-Guangdong-Meizhou,男,1956-01-01,本科,Undergraduate,暨南,,中国-广西-南宁,China-Guangxi-Nanning,,洋浦南华糖业,Nanhua Sugar,广西南宁,Guangxi,制糖业,Sugar,未知,50.0,-17%,700.0,2024
1019,-123,付胜龙,Fu Shenglong,62,中国-湖南-邵阳,China-Hunan,男,1962-10-01,,,,,中国-湖南-邵阳,China-Hunan,,大汉控股,Dahan,湖南邵阳,Hunan,钢材贸易、房地产,"Steel trading, real estate",家族,50.0,-29%,700.0,2024
1019,71,黄伟常,Wong Wai Sheung,73,中国-香港,China-Hong Kong,男,1951-01-01,,,,,中国-香港,China-Hong Kong,,六福,Luk Fook,香港,Hong Kong,珠宝零售,Jewellery Retail,家族,50.0,-9%,700.0,2024
1019,-11,纪海鹏,Ji Haipeng,57,中国-广东-汕头,China-Guangdong-Shantou,男,1967-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,龙光地产,Logan Property,广东深圳,Guangdong,房地产,Real Estate,家族,50.0,-17%,700.0,2024
1019,-79,江黎明,Jiang Liming,未知,中国-湖北-武汉,China -Hubei-Wuhan,男,1900-01-01,本科,Undergraduate,武大,,中国-广东-佛山,China-Guangdong-Foshan,,利泰,Lited,广东佛山,Guangdong,汽车经销,Automobile Sales,未知,50.0,-23%,700.0,2024
1019,-79,蒋锡培、蒋承志,Jiang Xipei、Jiang Chengzhi,61,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1963-04-01,,,,,中国-江苏-无锡,China-Jiangsu-Wuxi,,智慧能源,Smarter Energy,江苏无锡,Jiangsu,电缆、医药、房地产,"Cable, pharmaceuticals, real estate",父子,50.0,-23%,700.0,2024
1019,New,柯建生,Ke Jiansheng,60,,,男,1964-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,未知,50.0,NEW,700.0,2024
1019,-158,李俊田,Li Juntian,49,,,男,1975-10-29,,,,,中国-广东-深圳,,,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,未知,50.0,-32%,700.0,2024
1019,-264,李完小,Li Wanxiao,58,中国-湖南-长沙,,男,1966-01-01,,,,,中国-湖南-长沙,Hunan,,航天环宇,Aerospace Huanyu,湖南长沙,Hunan,航空设备,Aeronautical equipment,家族,50.0,-38%,700.0,2024
1019,-11,李志刚,Li Zhigang,48,,,男,1976-01-01,博士,Doctorate,,,中国-湖北-武汉,China -Hubei-Wuhan,,帝尔激光,DR Laser,湖北武汉,Hubei,设备制造,Manufacturing,未知,50.0,-17%,700.0,2024
1019,54,林伯实,Lin Por-Shih,79,中国-台湾-台北,China-Taiwan-Taipei,男,1945-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,台玻,Taiwan Glass,台湾台北,Taiwan,建筑玻璃,Glass,家族,50.0,-12%,700.0,2024
1019,New,林鸿明,Chris Lin,未知,,,未知,1900-01-01,硕士,,清华大学,,台湾新竹,Taiwan,,信骅科技,Aspeed,台湾新竹,Taiwan,半导体,Semiconductors,未知,50.0,NEW,700.0,2024
1019,-79,林集永,Lin Jiyong,54,中国-广东-惠阳,China-Guangdong-Huiyang,男,1970-11-22,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,未知,50.0,-23%,700.0,2024
1019,160,林晓辉、苏娇华,Lin Xiaohui、Su Jiaohua,51,,,男,1973-01-01,,,,,中国-香港,,,伟禄,Realord,香港,Hong Kong,投资、房地产,"Investments, Real Estate",夫妇,50.0,0%,700.0,2024
1019,-206,刘国伟,Liu Guowei,52,,,男,1972-07-02,,,,,中国-广东-深圳,,,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,未知,50.0,-33%,700.0,2024
1019,71,刘冀鲁、刘凌云,Liu Jilu、Liu Lingyun,77,中国-安徽,China-Anhui,男,1947-01-01,,,,,中国-香港,China-Hong Kong,,顺丰,SF,广东深圳,Guangdong,快递,Express Delivery,父女,50.0,-9%,700.0,2024
1019,138,鲁卫东,Lu Weidong,59,,,男,1965-01-01,,,,,中国-内蒙-古鄂尔多斯,Inner Mongolia,,鄂尔多斯,Erdos,内蒙古鄂尔多斯,Inner Mongolia,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",未知,50.0,-4%,700.0,2024
1019,128,马飞、黄峥,Ma Fei、Huang Zheng,56,中国-广东-河源,China-Guangdong-Heyuan,男,1968-02-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,飞荣达,FRD,广东深圳,Guangdong,电子元件,Electronic Components,夫妇,50.0,-6%,700.0,2024
1019,New,阙伟东,Que Weidong,56,,,男,1968-07-01,,,,,中国-江苏-无锡,China-Jiangsu-Wuxi,,确成股份,Quechen Silicon,江苏无锡,Jiangsu,化工,Chemicals,家族,50.0,NEW,700.0,2024
1019,New,沈国荣,Shen Guorong,未知,,,男,1900-01-01,,,,,中国-江苏-南京,China-Jiangsu-Nanjing,,国电南瑞,Nari,江苏南京,Jiangsu,电网自动化,Automation,未知,50.0,NEW,700.0,2024
1019,-158,孙洪军,Sun Hongjun,51,中国-辽宁-铁岭,China-Liaoning-Tieling,男,1973-01-01,,,,,中国-上海,China-Shanghai,,艾为电子,Awinic,上海,Shanghai,芯片,Chips,未知,50.0,-32%,700.0,2024
1019,New,孙雁军,Sun Yanjun,未知,,Zhejiang,未知,1900-01-01,,,,,广东佛山,Guangdong,,飞南资源,Feinan Resource,广东佛山,Guangdong,金属回收,Metallurgy,家族,50.0,NEW,700.0,2024
1019,-20,陶春风,Tao Chunfeng,57,,,男,1967-01-01,,,,,中国-浙江-宁波,,,长鸿高科,Changhong Polymer Scientific & Technical,浙江宁波,Zhejiang,高分子材料,Polymers,未知,50.0,-19%,700.0,2024
1019,-313,陶意,Tao Yi,未知,,,男,1900-01-01,,,,,中国-上海,China-Shanghai,,波克,Boke,上海,Shanghai,游戏,Online games,未知,50.0,-41%,700.0,2024
1019,New,田刚印,Tian Gangyin,未知,,Jiangsu,未知,1900-01-01,本科,,北京理工大学,,广东深圳,Guangdong,,联合飞机,United Aircraft,广东深圳,Guangdong,航天,Aerospace,未知,50.0,NEW,700.0,2024
1019,-28,万永兴,Wan Yongxing,53,,,男,1971-01-01,,,,,中国-河南-郑州,China-Henan-Zhengzhou,,中瑞,Rail holdings,河南郑州,Henan,煤炭供应链管理、房地产,"Coal supply chain management, Real Estate",未知,50.0,-21%,700.0,2024
1019,New,王兵、赵文君,Wang Bin、Zhao Wenjun,42,中国-山东-东营,China-Shandong-Dongying,男,1982-01-01,,,,,中国-山东-东营,China-Shandong-Dongying,,十月稻田,Shiyue Daotian,北京,Beijing,食品,Food & Beverages,夫妇,50.0,NEW,700.0,2024
1019,-79,王炳坤,Wang Bingkun,52,中国-广东-东莞,China-Guangdong-Dongguan,男,1972-06-18,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,未知,50.0,-23%,700.0,2024
1019,New,王春生、吕莉,Wang Chunsheng、Lv Yan,49,,,男,1975-04-01,本科,Undergraduate,江苏理工,,中国-江苏-苏州,China-Jiangsu-Suzhou,,安洁科技,Anjie,江苏苏州,Jiangsu,消费电子组件,Consumer and Industry Electronics,夫妇,50.0,NEW,700.0,2024
